Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	71	10:45:23 at 2839.1597 s
Craving Level:	71	10:45:24 at 2839.3263 s
Craving Level:	71	10:45:24 at 2839.549 s
Craving Level:	71	10:45:24 at 2839.7731 s
Craving Level:	71	10:45:24 at 2839.9409 s
Craving Level:	71	10:45:24 at 2840.1667 s
Craving Level:	71	10:45:25 at 2840.3342 s
Craving Level:	71	10:45:25 at 2840.5587 s
Craving Level:	71	10:45:25 at 2840.7262 s
Craving Level:	71	10:45:25 at 2840.9485 s
Craving Level:	71	10:45:25 at 2841.1728 s
Craving Level:	71	10:45:26 at 2841.3407 s
Craving Level:	71	10:45:26 at 2841.5625 s
Craving Level:	71	10:45:26 at 2841.7296 s
Craving Level:	71	10:45:26 at 2841.9516 s
Craving Level:	71	10:45:26 at 2842.1266 s
Craving Level:	71	10:45:27 at 2842.3459 s
Craving Level:	71	10:45:27 at 2842.5687 s
Craving Level:	71	10:45:27 at 2842.7365 s
Craving Level:	71	10:45:27 at 2842.9591 s
Craving Level:	71	10:45:27 at 2843.1276 s
Craving Level:	71	10:45:28 at 2843.35 s
Craving Level:	71	10:45:28 at 2843.573 s
Craving Level:	71	10:45:28 at 2843.7406 s
Craving Level:	71	10:45:28 at 2843.9626 s
Craving Level:	71	10:45:28 at 2844.1314 s
Craving Level:	71	10:45:29 at 2844.3539 s
Craving Level:	71	10:45:29 at 2844.5269 s
Craving Level:	71	10:45:29 at 2844.7466 s
Craving Level:	71	10:45:29 at 2844.9687 s
Craving Level:	71	10:45:29 at 2845.1377 s
Craving Level:	71	10:45:30 at 2845.3595 s
Craving Level:	71	10:45:30 at 2845.5262 s
Craving Level:	71	10:45:30 at 2845.7489 s
Craving Level:	71	10:45:30 at 2845.973 s
Craving Level:	71	10:45:30 at 2846.1426 s
Craving Level:	71	10:45:31 at 2846.3647 s
Craving Level:	71	10:45:31 at 2846.5321 s
Craving Level:	71	10:45:31 at 2846.7547 s
Craving Level:	71	10:45:31 at 2846.9259 s
Craving Level:	71	10:45:31 at 2847.1466 s
Craving Level:	71	10:45:32 at 2847.37 s
Craving Level:	71	10:45:32 at 2847.537 s
Craving Level:	71	10:45:32 at 2847.76 s
Craving Level:	71	10:45:32 at 2847.9279 s
Craving Level:	71	10:45:32 at 2848.1519 s
Craving Level:	71	10:45:33 at 2848.3749 s
Craving Level:	71	10:45:33 at 2848.5446 s
Craving Level:	71	10:45:33 at 2848.7672 s
Craving Level:	71	10:45:33 at 2848.9343 s
Craving Level:	71	10:45:33 at 2849.1595 s
Craving Level:	71	10:45:34 at 2849.327 s
Craving Level:	71	10:45:34 at 2849.5492 s
Craving Level:	71	10:45:34 at 2849.7723 s
Craving Level:	71	10:45:34 at 2849.9396 s
Craving Level:	71	10:45:34 at 2850.1649 s
Craving Level:	71	10:45:35 at 2850.332 s
Craving Level:	71	10:45:35 at 2850.5541 s
Craving Level:	71	10:45:35 at 2850.7261 s
Craving Level:	71	10:45:35 at 2850.9448 s
Craving Level:	71	10:45:35 at 2851.171 s
Craving Level:	71	10:45:36 at 2851.3382 s
Craving Level:	71	10:45:36 at 2851.5612 s
Craving Level:	71	10:45:36 at 2851.728 s
Craving Level:	71	10:45:36 at 2851.9507 s
Craving Level:	71	10:45:36 at 2852.1749 s
Craving Level:	71	10:45:37 at 2852.3422 s
Craving Level:	71	10:45:37 at 2852.5645 s
Craving Level:	71	10:45:37 at 2852.7315 s
Craving Level:	71	10:45:37 at 2852.9545 s
Craving Level:	71	10:45:37 at 2853.127 s
Craving Level:	71	10:45:38 at 2853.3458 s
Craving Level:	71	10:45:38 at 2853.568 s
Craving Level:	71	10:45:38 at 2853.7345 s
Craving Level:	71	10:45:38 at 2853.958 s
Craving Level:	71	10:45:38 at 2854.1261 s
Craving Level:	71	10:45:39 at 2854.3483 s
Craving Level:	71	10:45:39 at 2854.5723 s
Craving Level:	71	10:45:39 at 2854.7395 s
Craving Level:	71	10:45:39 at 2854.9617 s
Craving Level:	71	10:45:39 at 2855.1313 s
Craving Level:	71	10:45:40 at 2855.3532 s
Craving Level:	71	10:45:40 at 2855.5261 s
Craving Level:	71	10:45:40 at 2855.7453 s
Craving Level:	71	10:45:40 at 2855.9678 s
Craving Level:	71	10:45:40 at 2856.1371 s
Craving Level:	71	10:45:41 at 2856.3598 s
Craving Level:	71	10:45:41 at 2856.5274 s
Craving Level:	71	10:45:41 at 2856.7505 s
Craving Level:	71	10:45:41 at 2856.9728 s
Craving Level:	71	10:45:41 at 2857.1411 s
Craving Level:	71	10:45:42 at 2857.3632 s
Craving Level:	71	10:45:42 at 2857.5306 s
Craving Level:	71	10:45:42 at 2857.7524 s
Craving Level:	71	10:45:42 at 2857.9253 s
Craving Level:	71	10:45:42 at 2858.1452 s
Craving Level:	71	10:45:43 at 2858.3675 s
Craving Level:	71	10:45:43 at 2858.535 s
Craving Level:	71	10:45:43 at 2858.7581 s
Craving Level:	71	10:45:43 at 2858.9262 s
Craving Level:	71	10:45:43 at 2859.151 s
Craving Level:	71	10:45:44 at 2859.373 s
Craving Level:	71	10:45:44 at 2859.5409 s
Craving Level:	71	10:45:44 at 2859.7631 s
Craving Level:	71	10:45:44 at 2859.9299 s
Craving Level:	71	10:45:44 at 2860.1552 s
Craving Level:	71	10:45:45 at 2860.3257 s
Craving Level:	71	10:45:45 at 2860.5436 s
Craving Level:	71	10:45:45 at 2860.7666 s
Craving Level:	71	10:45:45 at 2860.9345 s
Craving Level:	71	10:45:45 at 2861.1588 s
Craving Level:	71	10:45:46 at 2861.3264 s
Craving Level:	71	10:45:46 at 2861.549 s
Craving Level:	71	10:45:46 at 2861.7707 s
Craving Level:	71	10:45:46 at 2861.9384 s
Craving Level:	71	10:45:46 at 2862.1632 s
Craving Level:	71	10:45:47 at 2862.3301 s
Craving Level:	71	10:45:47 at 2862.5525 s
Craving Level:	71	10:45:47 at 2862.7768 s
Craving Level:	71	10:45:47 at 2862.9442 s
Craving Level:	71	10:45:47 at 2863.1698 s
Craving Level:	71	10:45:48 at 2863.337 s
Craving Level:	71	10:45:48 at 2863.5603 s
Craving Level:	71	10:45:48 at 2863.7283 s
Craving Level:	71	10:45:48 at 2863.9511 s
Craving Level:	71	10:45:48 at 2864.1255 s
Craving Level:	71	10:45:49 at 2864.3435 s
Craving Level:	71	10:45:49 at 2864.5657 s
Craving Level:	71	10:45:49 at 2864.7335 s
Craving Level:	71	10:45:49 at 2864.9576 s
Craving Level:	71	10:45:49 at 2865.1271 s
Craving Level:	71	10:45:50 at 2865.3507 s
Craving Level:	71	10:45:50 at 2865.5746 s
Craving Level:	71	10:45:50 at 2865.7425 s
Craving Level:	71	10:45:50 at 2865.9653 s
Craving Level:	71	10:45:50 at 2866.1342 s
Craving Level:	71	10:45:51 at 2866.3565 s
Craving Level:	71	10:45:51 at 2866.527 s
Craving Level:	71	10:45:51 at 2866.7457 s
Craving Level:	71	10:45:51 at 2866.9678 s
Craving Level:	71	10:45:51 at 2867.1378 s
Craving Level:	71	10:45:52 at 2867.3608 s
Craving Level:	71	10:45:52 at 2867.5271 s
Craving Level:	71	10:45:52 at 2867.7489 s
Craving Level:	71	10:45:52 at 2867.9709 s
Craving Level:	71	10:45:52 at 2868.1396 s
Craving Level:	71	10:45:53 at 2868.3615 s
Craving Level:	71	10:45:53 at 2868.5288 s
Craving Level:	71	10:45:53 at 2868.752 s
Craving Level:	71	10:45:53 at 2868.926 s
Craving Level:	71	10:45:53 at 2869.1467 s
Craving Level:	71	10:45:54 at 2869.3695 s
Craving Level:	71	10:45:54 at 2869.5367 s
Craving Level:	71	10:45:54 at 2869.7599 s
Craving Level:	71	10:45:54 at 2869.9272 s
Craving Level:	71	10:45:54 at 2870.1511 s
Craving Level:	71	10:45:55 at 2870.374 s
Craving Level:	71	10:45:55 at 2870.5405 s
Craving Level:	71	10:45:55 at 2870.7629 s
Craving Level:	71	10:45:55 at 2870.9305 s
Craving Level:	71	10:45:55 at 2871.1542 s
Craving Level:	71	10:45:56 at 2871.3263 s
Craving Level:	71	10:45:56 at 2871.5453 s
Craving Level:	71	10:45:56 at 2871.768 s
Craving Level:	71	10:45:56 at 2871.9343 s
Craving Level:	71	10:45:56 at 2872.1594 s
Craving Level:	71	10:45:57 at 2872.3272 s
Craving Level:	71	10:45:57 at 2872.5527 s
Craving Level:	71	10:45:57 at 2872.775 s
Craving Level:	71	10:45:57 at 2872.9417 s
Craving Level:	71	10:45:57 at 2873.1667 s
Craving Level:	71	10:45:58 at 2873.3339 s
Craving Level:	71	10:45:58 at 2873.5561 s
Craving Level:	71	10:45:58 at 2873.7269 s
Craving Level:	71	10:45:58 at 2873.9458 s
Craving Level:	71	10:45:58 at 2874.1703 s
Craving Level:	71	10:45:59 at 2874.3377 s
Craving Level:	71	10:45:59 at 2874.5604 s
Craving Level:	71	10:45:59 at 2874.7276 s
Craving Level:	71	10:45:59 at 2874.9496 s
Craving Level:	71	10:45:59 at 2875.1751 s
Craving Level:	71	10:46:00 at 2875.3433 s
Craving Level:	71	10:46:00 at 2875.5666 s
Craving Level:	71	10:46:00 at 2875.7332 s
Craving Level:	71	10:46:00 at 2875.9549 s
Craving Level:	71	10:46:00 at 2876.1253 s
Craving Level:	71	10:46:01 at 2876.3465 s
Craving Level:	71	10:46:01 at 2876.5697 s
Craving Level:	71	10:46:01 at 2876.737 s
Craving Level:	71	10:46:01 at 2876.9592 s
Craving Level:	71	10:46:01 at 2877.1293 s
Craving Level:	71	10:46:02 at 2877.3521 s
Craving Level:	71	10:46:02 at 2877.5751 s
Craving Level:	71	10:46:02 at 2877.742 s
Craving Level:	71	10:46:02 at 2877.9639 s
Craving Level:	71	10:46:02 at 2878.1336 s
Craving Level:	71	10:46:03 at 2878.3568 s
Craving Level:	71	10:46:03 at 2878.5252 s
Craving Level:	71	10:46:03 at 2878.7458 s
Craving Level:	71	10:46:03 at 2878.9676 s
Craving Level:	71	10:46:03 at 2879.136 s
Craving Level:	71	10:46:04 at 2879.3585 s
Craving Level:	71	10:46:04 at 2879.5277 s
Craving Level:	71	10:46:04 at 2879.7504 s
Craving Level:	71	10:46:04 at 2879.9725 s
Craving Level:	71	10:46:04 at 2880.1417 s
Craving Level:	71	10:46:05 at 2880.364 s
Craving Level:	71	10:46:05 at 2880.5314 s
Craving Level:	71	10:46:05 at 2880.7536 s
Craving Level:	71	10:46:05 at 2880.9755 s
Craving Level:	71	10:46:05 at 2881.1442 s
Craving Level:	71	10:46:06 at 2881.3671 s
Craving Level:	71	10:46:06 at 2881.5343 s
Craving Level:	71	10:46:06 at 2881.7568 s
Craving Level:	71	10:46:06 at 2881.9261 s
Craving Level:	71	10:46:06 at 2882.1491 s
Craving Level:	71	10:46:07 at 2882.3717 s
Craving Level:	71	10:46:07 at 2882.5389 s
Craving Level:	71	10:46:07 at 2882.7611 s
Craving Level:	71	10:46:07 at 2882.9285 s
Craving Level:	71	10:46:07 at 2883.1535 s
Craving Level:	71	10:46:08 at 2883.3758 s
Craving Level:	71	10:46:08 at 2883.5439 s
Craving Level:	71	10:46:08 at 2883.7675 s
Craving Level:	71	10:46:08 at 2883.9349 s
Craving Level:	71	10:46:08 at 2884.1598 s
Craving Level:	71	10:46:09 at 2884.3271 s
Craving Level:	71	10:46:09 at 2884.5486 s
Craving Level:	71	10:46:09 at 2884.772 s
Craving Level:	71	10:46:09 at 2884.9395 s
Craving Level:	71	10:46:09 at 2885.1648 s
Craving Level:	71	10:46:10 at 2885.3318 s
Craving Level:	71	10:46:10 at 2885.5552 s
Craving Level:	71	10:46:10 at 2885.7276 s
Craving Level:	71	10:46:10 at 2885.9464 s
Craving Level:	71	10:46:10 at 2886.1702 s
Craving Level:	71	10:46:11 at 2886.3378 s
Craving Level:	71	10:46:11 at 2886.5603 s
Craving Level:	71	10:46:11 at 2886.7272 s
Craving Level:	71	10:46:11 at 2886.9565 s
Craving Level:	71	10:46:11 at 2887.1256 s
Craving Level:	71	10:46:12 at 2887.347 s
Craving Level:	71	10:46:12 at 2887.5694 s
Craving Level:	71	10:46:12 at 2887.7376 s
Craving Level:	71	10:46:12 at 2887.9619 s
Craving Level:	71	10:46:12 at 2888.1316 s
Craving Level:	71	10:46:13 at 2888.3536 s
Craving Level:	71	10:46:13 at 2888.5262 s
Craving Level:	71	10:46:13 at 2888.7445 s
Craving Level:	71	10:46:13 at 2888.9664 s
Craving Level:	71	10:46:13 at 2889.1365 s
Craving Level:	71	10:46:14 at 2889.3588 s
Craving Level:	71	10:46:14 at 2889.5268 s
Craving Level:	71	10:46:14 at 2889.7501 s
Craving Level:	71	10:46:14 at 2889.9726 s
Craving Level:	71	10:46:14 at 2890.1415 s
Craving Level:	71	10:46:15 at 2890.3632 s
Craving Level:	71	10:46:15 at 2890.5311 s
Craving Level:	71	10:46:15 at 2890.7556 s
Craving Level:	71	10:46:15 at 2890.926 s
Craving Level:	71	10:46:15 at 2891.1475 s
Craving Level:	71	10:46:16 at 2891.3702 s
Craving Level:	71	10:46:16 at 2891.54 s
Craving Level:	71	10:46:16 at 2891.7619 s
Craving Level:	71	10:46:16 at 2891.9296 s
Craving Level:	71	10:46:16 at 2892.1538 s
Craving Level:	71	10:46:17 at 2892.3262 s
Craving Level:	71	10:46:17 at 2892.545 s
Craving Level:	71	10:46:17 at 2892.7664 s
Craving Level:	71	10:46:17 at 2892.9342 s
Craving Level:	71	10:46:17 at 2893.1579 s
Craving Level:	71	10:46:18 at 2893.3284 s
Craving Level:	71	10:46:18 at 2893.5477 s
Craving Level:	71	10:46:18 at 2893.7717 s
Craving Level:	71	10:46:18 at 2893.9397 s
Craving Level:	71	10:46:18 at 2894.1636 s
Craving Level:	71	10:46:19 at 2894.3306 s
Craving Level:	71	10:46:19 at 2894.5532 s
Craving Level:	71	10:46:19 at 2894.7756 s
Craving Level:	71	10:46:19 at 2894.943 s
Craving Level:	71	10:46:19 at 2895.1667 s
Craving Level:	71	10:46:20 at 2895.3336 s
Craving Level:	71	10:46:20 at 2895.5562 s
Craving Level:	71	10:46:20 at 2895.7262 s
Craving Level:	71	10:46:20 at 2895.9478 s
Craving Level:	71	10:46:20 at 2896.1716 s
Craving Level:	71	10:46:21 at 2896.339 s
Craving Level:	71	10:46:21 at 2896.5611 s
Craving Level:	71	10:46:21 at 2896.7285 s
Craving Level:	71	10:46:21 at 2896.952 s
Craving Level:	71	10:46:21 at 2897.1255 s
Craving Level:	71	10:46:22 at 2897.3439 s
Craving Level:	71	10:46:22 at 2897.5667 s
Craving Level:	71	10:46:22 at 2897.7337 s
Craving Level:	71	10:46:22 at 2897.9557 s
Craving Level:	71	10:46:22 at 2898.1261 s
Craving Level:	71	10:46:23 at 2898.3477 s
Craving Level:	71	10:46:23 at 2898.5699 s
Craving Level:	71	10:46:23 at 2898.7367 s
Craving Level:	71	10:46:23 at 2898.9595 s
Craving Level:	71	10:46:23 at 2899.1289 s
Craving Level:	71	10:46:24 at 2899.3526 s
Craving Level:	71	10:46:24 at 2899.5747 s
Craving Level:	71	10:46:24 at 2899.7427 s
Craving Level:	71	10:46:24 at 2899.9668 s
Craving Level:	71	10:46:24 at 2900.1358 s
Craving Level:	71	10:46:25 at 2900.3583 s
Craving Level:	71	10:46:25 at 2900.5272 s
Craving Level:	71	10:46:25 at 2900.7498 s
Craving Level:	71	10:46:25 at 2900.9718 s
Craving Level:	71	10:46:25 at 2901.1406 s
Craving Level:	71	10:46:26 at 2901.3631 s
Craving Level:	71	10:46:26 at 2901.5299 s
Craving Level:	71	10:46:26 at 2901.7533 s
Craving Level:	71	10:46:26 at 2901.975 s
Craving Level:	71	10:46:26 at 2902.1438 s
Craving Level:	71	10:46:27 at 2902.3675 s
Craving Level:	71	10:46:27 at 2902.5343 s
Craving Level:	71	10:46:27 at 2902.7574 s
Craving Level:	71	10:46:27 at 2902.9265 s
Craving Level:	71	10:46:27 at 2903.1489 s
Craving Level:	71	10:46:28 at 2903.372 s
Craving Level:	71	10:46:28 at 2903.5397 s
Craving Level:	71	10:46:28 at 2903.7622 s
Craving Level:	71	10:46:28 at 2903.9301 s
Craving Level:	71	10:46:28 at 2904.1547 s
Craving Level:	71	10:46:29 at 2904.3258 s
Craving Level:	71	10:46:29 at 2904.5473 s
Craving Level:	71	10:46:29 at 2904.7697 s
Craving Level:	71	10:46:29 at 2904.9427 s
Craving Level:	71	10:46:29 at 2905.1674 s
Craving Level:	71	10:46:30 at 2905.3349 s
Craving Level:	71	10:46:30 at 2905.5577 s
Craving Level:	71	10:46:30 at 2905.7267 s
Craving Level:	71	10:46:30 at 2905.9485 s
Craving Level:	71	10:46:30 at 2906.1737 s
Craving Level:	71	10:46:31 at 2906.3411 s
Craving Level:	71	10:46:31 at 2906.5653 s
Craving Level:	71	10:46:31 at 2906.7322 s
Craving Level:	71	10:46:31 at 2906.9544 s
Craving Level:	71	10:46:31 at 2907.1279 s
Craving Level:	71	10:46:32 at 2907.3465 s
Craving Level:	71	10:46:32 at 2907.5683 s
Craving Level:	71	10:46:32 at 2907.735 s
Craving Level:	71	10:46:32 at 2907.9584 s
Craving Level:	71	10:46:32 at 2908.1272 s
Craving Level:	71	10:46:33 at 2908.3511 s
Craving Level:	71	10:46:33 at 2908.5731 s
Craving Level:	71	10:46:33 at 2908.7405 s
Craving Level:	71	10:46:33 at 2908.963 s
Craving Level:	71	10:46:33 at 2909.1312 s
Craving Level:	71	10:46:34 at 2909.3565 s
Craving Level:	71	10:46:34 at 2909.5279 s
Craving Level:	71	10:46:34 at 2909.7474 s
Craving Level:	71	10:46:34 at 2909.9698 s
Craving Level:	71	10:46:34 at 2910.1382 s
Craving Level:	71	10:46:35 at 2910.361 s
Craving Level:	71	10:46:35 at 2910.5281 s
Craving Level:	71	10:46:35 at 2910.751 s
Craving Level:	71	10:46:35 at 2910.9738 s
Craving Level:	71	10:46:35 at 2911.1432 s
Craving Level:	71	10:46:36 at 2911.3656 s
Craving Level:	71	10:46:36 at 2911.5319 s
Craving Level:	71	10:46:36 at 2911.7544 s
Craving Level:	71	10:46:36 at 2911.9264 s
Craving Level:	71	10:46:36 at 2912.1463 s
Craving Level:	71	10:46:37 at 2912.3691 s
Craving Level:	71	10:46:37 at 2912.5376 s
Craving Level:	71	10:46:37 at 2912.7592 s
Craving Level:	71	10:46:37 at 2912.9296 s
Craving Level:	71	10:46:37 at 2913.1528 s
Craving Level:	71	10:46:38 at 2913.375 s
Craving Level:	71	10:46:38 at 2913.5416 s
Craving Level:	71	10:46:38 at 2913.7635 s
Craving Level:	71	10:46:38 at 2913.9311 s
Craving Level:	71	10:46:38 at 2914.1556 s
Craving Level:	71	10:46:39 at 2914.3262 s
Craving Level:	71	10:46:39 at 2914.5442 s
Craving Level:	71	10:46:39 at 2914.7667 s
Craving Level:	71	10:46:39 at 2914.9335 s
Craving Level:	71	10:46:39 at 2915.1586 s
Craving Level:	71	10:46:40 at 2915.3265 s
Craving Level:	71	10:46:40 at 2915.5479 s
Craving Level:	71	10:46:40 at 2915.7718 s
Craving Level:	71	10:46:40 at 2915.9387 s
Craving Level:	71	10:46:40 at 2916.1652 s
Craving Level:	71	10:46:41 at 2916.3326 s
Craving Level:	71	10:46:41 at 2916.5544 s
Craving Level:	71	10:46:41 at 2916.7258 s
Craving Level:	71	10:46:41 at 2916.944 s
Craving Level:	71	10:46:41 at 2917.1685 s
Craving Level:	71	10:46:42 at 2917.3364 s
Craving Level:	71	10:46:42 at 2917.5596 s
Craving Level:	71	10:46:42 at 2917.7268 s
Craving Level:	71	10:46:42 at 2917.9498 s
Craving Level:	71	10:46:42 at 2918.1741 s
Craving Level:	71	10:46:43 at 2918.3432 s
Craving Level:	71	10:46:43 at 2918.5672 s
Craving Level:	71	10:46:43 at 2918.7345 s
Craving Level:	71	10:46:43 at 2918.9574 s
Craving Level:	71	10:46:43 at 2919.1269 s
Craving Level:	71	10:46:44 at 2919.3503 s
Craving Level:	71	10:46:44 at 2919.5716 s
Craving Level:	71	10:46:44 at 2919.7384 s
Craving Level:	71	10:46:44 at 2919.9613 s
Craving Level:	71	10:46:44 at 2920.1302 s
Craving Level:	71	10:46:45 at 2920.3534 s
Craving Level:	71	10:46:45 at 2920.5257 s
Craving Level:	71	10:46:45 at 2920.743 s
Craving Level:	71	10:46:45 at 2920.9649 s
Craving Level:	71	10:46:45 at 2921.1338 s
Craving Level:	71	10:46:46 at 2921.3572 s
Craving Level:	71	10:46:46 at 2921.5264 s
Craving Level:	71	10:46:46 at 2921.7478 s
Craving Level:	71	10:46:46 at 2921.9705 s
Craving Level:	71	10:46:46 at 2922.1394 s
Craving Level:	71	10:46:47 at 2922.3625 s
Craving Level:	71	10:46:47 at 2922.53 s
Craving Level:	71	10:46:47 at 2922.7527 s
Craving Level:	71	10:46:47 at 2922.9748 s
Craving Level:	71	10:46:47 at 2923.1436 s
Craving Level:	71	10:46:48 at 2923.3665 s
Craving Level:	71	10:46:48 at 2923.5338 s
Craving Level:	71	10:46:48 at 2923.7564 s
Craving Level:	71	10:46:48 at 2923.9274 s
Craving Level:	71	10:46:48 at 2924.147 s
Craving Level:	71	10:46:49 at 2924.37 s
Craving Level:	71	10:46:49 at 2924.5379 s
Craving Level:	71	10:46:49 at 2924.7612 s
Craving Level:	71	10:46:49 at 2924.9295 s
Craving Level:	71	10:46:49 at 2925.1531 s
Craving Level:	71	10:46:50 at 2925.3762 s
Craving Level:	71	10:46:50 at 2925.5437 s
Craving Level:	71	10:46:50 at 2925.7662 s
Craving Level:	71	10:46:50 at 2925.9334 s
Craving Level:	71	10:46:50 at 2926.1564 s
Craving Level:	71	10:46:51 at 2926.3271 s
Craving Level:	71	10:46:51 at 2926.5472 s
Craving Level:	71	10:46:51 at 2926.7704 s
Craving Level:	71	10:46:51 at 2926.9378 s
Craving Level:	71	10:46:51 at 2927.1627 s
Craving Level:	71	10:46:52 at 2927.3292 s
Craving Level:	71	10:46:52 at 2927.5512 s
Craving Level:	71	10:46:52 at 2927.7736 s
Craving Level:	71	10:46:52 at 2927.9406 s
Craving Level:	71	10:46:52 at 2928.165 s
Craving Level:	71	10:46:53 at 2928.3325 s
Craving Level:	71	10:46:53 at 2928.5546 s
Craving Level:	71	10:46:53 at 2928.7257 s
Craving Level:	71	10:46:53 at 2928.9446 s
Craving Level:	71	10:46:53 at 2929.1693 s
Craving Level:	71	10:46:54 at 2929.3369 s
Craving Level:	71	10:46:54 at 2929.5592 s
Craving Level:	71	10:46:54 at 2929.7272 s
Craving Level:	71	10:46:54 at 2929.9507 s
Craving Level:	71	10:46:54 at 2930.1255 s
Craving Level:	71	10:46:55 at 2930.3427 s
Craving Level:	71	10:46:55 at 2930.5659 s
Craving Level:	71	10:46:55 at 2930.7341 s
Craving Level:	71	10:46:55 at 2930.9601 s
Craving Level:	71	10:46:55 at 2931.129 s
Craving Level:	71	10:46:56 at 2931.3509 s
Craving Level:	71	10:46:56 at 2931.5731 s
Craving Level:	71	10:46:56 at 2931.7406 s
Craving Level:	71	10:46:56 at 2931.9629 s
Craving Level:	71	10:46:56 at 2932.1317 s
Craving Level:	71	10:46:57 at 2932.3541 s
Craving Level:	71	10:46:57 at 2932.576 s
Craving Level:	71	10:46:57 at 2932.7438 s
Craving Level:	71	10:46:57 at 2932.9661 s
Craving Level:	71	10:46:57 at 2933.135 s
Craving Level:	71	10:46:58 at 2933.357 s
Craving Level:	71	10:46:58 at 2933.5258 s
Craving Level:	71	10:46:58 at 2933.7491 s
Craving Level:	71	10:46:58 at 2933.9708 s
Craving Level:	71	10:46:58 at 2934.1396 s
Craving Level:	71	10:46:59 at 2934.3621 s
Craving Level:	71	10:46:59 at 2934.5295 s
Craving Level:	71	10:46:59 at 2934.7519 s
Craving Level:	71	10:46:59 at 2934.9256 s
Craving Level:	71	10:46:59 at 2935.1451 s
Craving Level:	71	10:47:00 at 2935.3676 s
Craving Level:	71	10:47:00 at 2935.5354 s
Craving Level:	71	10:47:00 at 2935.7586 s
Craving Level:	71	10:47:00 at 2935.9267 s
Craving Level:	71	10:47:00 at 2936.1507 s
Craving Level:	71	10:47:01 at 2936.3732 s
Craving Level:	71	10:47:01 at 2936.5406 s
Craving Level:	71	10:47:01 at 2936.7623 s
Craving Level:	71	10:47:01 at 2936.9299 s
